species_indonesia,species_english,nama_latin,nama_daerah,kelompok,jenis_perairan,jenis_konsumsi,jenis_hias,jenis_dilindungi,prioritas,search_keywords,min_images
Idat,ulawesis el,Anguilla Celebesensis ; Anguilla Interioris,,SIDA,"LAUT, TAWAR",,,YA,HIGH,Anguilla Celebesensis ; Anguilla Celebesensis fish ; Anguilla Interioris ; Anguilla Interioris fish ; ikan Idat ; ulawesis el fish,100
Ikan aligator,alligator gar,Atractosteus spatula,,Aligator,"PAYAU, TAWAR",NON KONSUMSI,HIAS,TIDAK,HIGH,Atractosteus spatula ; Atractosteus spatula fish ; ikan Ikan aligator ; alligator gar fish,100
Ikan layaran,indo-pacific sailfish,Isthiophorus platypterus,layaran;ikan layar;jangilus;jegan;klayar;lanjareng;marsuji,Layaran,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Isthiophorus platypterus ; Isthiophorus platypterus fish ; ikan Ikan layaran ; indo-pacific sailfish fish,100
Ikan naga,long snouted lancefish,Alepisaurus ferrox,ikan naga,Naga,LAUT,NON KONSUMSI,NON HIAS,TIDAK,HIGH,Alepisaurus ferrox ; Alepisaurus ferrox fish ; ikan Ikan naga ; long snouted lancefish fish,100
Ikan pe,balinese stingray,Dasyatis cf longa,ikan pe,Pari,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Dasyatis cf longa ; Dasyatis cf longa fish ; ikan Ikan pe ; balinese stingray fish,100
Ikan pedang,swordfish,Xiphias gladius,meka;todak; suwadakar; toda; janggilus; todak; suwadakar; toda; janggilus,Pedang,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Xiphias gladius ; Xiphias gladius fish ; ikan Ikan pedang ; swordfish fish,100
Ikan rainbow bintik merah,murray river rainbowfish,Melanotaenia fluviatilis,,Rainbow,TAWAR,NON KONSUMSI,HIAS,TIDAK,HIGH,Melanotaenia fluviatilis ; Melanotaenia fluviatilis fish ; ikan Pelangi murray river ; murray river rainbowfish fish,100
Ikan sanma,pacific saury,Cololabis saira,,Slengseng,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Cololabis saira ; Cololabis saira fish ; ikan Ikan sanma ; pacific saury fish,100
Ikan sargassum,sargassumfish,Histrio histrio,skorpion kodok; barong kodok strip palsu; sargassum frogfish,Ikan sargassum,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Histrio histrio ; Histrio histrio fish ; ikan Kodok ; sargassumfish fish,100
Ikan setan,escolar,Lepidocybium flavobrunneum,ikan setan,Gindara,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Lepidocybium flavobrunneum ; Lepidocybium flavobrunneum fish ; ikan Ikan setan ; escolar fish,100
Indian sand tiger,indian sand tiger,Carcharias tricuspidatus,,Hiu,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Carcharias tricuspidatus ; Carcharias tricuspidatus fish ; ikan Indian sand tiger ; indian sand tiger fish,100
Interrupted dartfish,interrupted dartfish,Parioglossus interruptus,,Dartfish,PAYAU,KONSUMSI,NON HIAS,TIDAK,HIGH,Parioglossus interruptus ; Parioglossus interruptus fish ; ikan Interrupted dartfish ; interrupted dartfish fish,100
Jabingan campur,masked shrimpgoby,Amblyeleotris gymnocephala,,Gobi,"LAUT, PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,HIGH,Amblyeleotris gymnocephala ; Amblyeleotris gymnocephala fish ; ikan Jabingan campur ; masked shrimpgoby fish,100
Jabingan hitam besar,black sailfin goby,Atrosalarias fuscus,,Gobi,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Atrosalarias fuscus ; Atrosalarias fuscus fish ; ikan Jabingan hitam besar ; black sailfin goby fish,100
Jabingan kepala besar,mud reef-goby,Exyrias belissimus,,Gobi,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Exyrias belissimus ; Exyrias belissimus fish ; ikan Jabingan kepala besar ; mud reef-goby fish,100
Jabingan steni,steinitz' prawn goby,Amblyeleotris steinitzi,,Gobi,"LAUT, PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,HIGH,Amblyeleotris steinitzi ; Amblyeleotris steinitzi fish ; ikan Jabingan steni ; steinitz' prawn goby fish,100
Jambian,bigeye snapper,Lutjanus lutjanus,jenaha; kamerak; katamba; rag-raga; kembang waru; badur; gorara gigi anjing; sara; sasageh,Kakap,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus lutjanus ; Lutjanus lutjanus fish ; ikan Jambian ; bigeye snapper fish,100
Jangki,yellowstriped whiptail,Pentapodus aureofasciatus,,Renbow,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Pentapodus aureofasciatus ; Pentapodus aureofasciatus fish ; ikan Jangki ; yellowstriped whiptail fish,100
Janss' pipefish,janss' pipefish,Doryrhamphus janssi,,Pipefish,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Doryrhamphus janssi ; Doryrhamphus janssi fish ; ikan Janss' pipefish ; janss' pipefish fish,100
Japanese rubyfish,japanese rubyfish,Erythrocles schlegelii,,Rubyfish,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Erythrocles schlegelii ; Erythrocles schlegelii fish ; ikan Japanese rubyfish ; japanese rubyfish fish,100
Japuh,rainbow sardine,Dussumieria acuta,tembang jawa,Sarden,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Dussumieria acuta ; Dussumieria acuta fish ; ikan Japuh ; rainbow sardine fish,100
Jarang koto/kuniran,fivelined snapper,Lutjanus quinquelineatus,sala; sasageh,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus quinquelineatus ; Lutjanus quinquelineatus fish ; ikan Jarang koto/kuniran ; fivelined snapper fish,100
Jelawat,hoven's carp,Leptobarbus hoevenii,klemak jelawat,Jelawat,TAWAR,KONSUMSI,NON HIAS,TIDAK,HIGH,Leptobarbus hoevenii ; Leptobarbus hoevenii fish ; ikan Jelawat ; hoven's carp fish,100
Jenggot,cinnabar goatfish; redspot goatfish,Parupeneus heptacanthus ; Parupeneus rubescens ; Upeneus asymmetricus ; Upeneus guttatus ; Upeneus japonicus,ciko-ciko; dayah jenggot; gelang mudin; jenggotan,"Bijinangka, jenggot","LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Upeneus asymmetricus ; Upeneus asymmetricus fish ; Upeneus guttatus ; Upeneus guttatus fish ; Parupeneus rubescens ; Parupeneus rubescens fish ; Upeneus japonicus ; Upeneus japonicus fish ; Parupeneus heptacanthus ; Parupeneus heptacanthus fish ; ikan Jenggot ; asymmetrical goatfish fish,100
Jenggot doublebar,doublebar goatfish,Parupeneus crassilabris,jenggotan; ciko-ciko; dayah jenggot;,"Bijinangka, jenggot",LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Parupeneus crassilabris ; Parupeneus crassilabris fish ; ikan Jenggot doublebar ; doublebar goatfish fish,100
Jenggot goldsaddle,goldsaddle goatfish,Parupeneus cyclostomus,dayah jenggot; ciko-ciko; jenggotan; jenggot kuning,"Bijinangka, jenggot",LAUT,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Parupeneus cyclostomus ; Parupeneus cyclostomus fish ; ikan Jenggot goldsaddle ; goldsaddle goatfish fish,100
Jenggot margaretha's,margaretha's goatfish,Upeneus margarethae,dayah jenggot; ciko-ciko; gelang mudin,"Bijinangka, jenggot",LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Upeneus margarethae ; Upeneus margarethae fish ; ikan Jenggot margaretha's ; margaretha's goatfish fish,100
Jenggot merah,red goatfish,Mulloidichthys pfluegeri ; Parupaneus heptacanthus,dayah jenggot; ciko-ciko; jenggotan,"Bijinangka, jenggot",LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Mulloidichthys pfluegeri ; Mulloidichthys pfluegeri fish ; Parupaneus heptacanthus ; Parupaneus heptacanthus fish ; ikan Jenggot merah ; red goatfish fish,100
Jenggot multibar,multibar goatfish; manybar goatfish; moano,Parupeneus multifasciatus,dayah jenggot; ciko-ciko; jenggotan,"Bijinangka, jenggot",LAUT,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Parupeneus multifasciatus ; Parupeneus multifasciatus fish ; ikan Jenggot multibar ; multibar goatfish; manybar goatfish; moano fish,100
Jenggot strip kuning,yellowstripe goatfish,Mulloidichthys flavolineatus,dayah jenggot; ciko-ciko; jenggotan,"Bijinangka, jenggot",LAUT,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Mulloidichthys flavolineatus ; Mulloidichthys flavolineatus fish ; ikan Jenggot strip kuning ; yellowstripe goatfish fish,100
Jenggot two--barred,doublebar goatfish; twobarred goatfish; twosaddle goatfish,Parupeneus trifasciatus,dayah jenggot; ciko-ciko; jenggotan,"Bijinangka, jenggot",LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Parupeneus trifasciatus ; Parupeneus trifasciatus fish ; ikan Jenggot two--barred ; doublebar goatfish; twobarred goatfish; twosaddle goatfish fish,100
Julung julung,ballyhoo halfbeak; bally,Hemiramphus brasillensis,ikan roa,Julung-julung,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Hemiramphus brasillensis ; Hemiramphus brasillensis fish ; ikan Julung julung ; ballyhoo halfbeak; bally fish,100
Julung-julung,wrestling halfbeak,Dermogenys pusilla ; Hemiramphus far ; Hemiramphus lutkei ; Hyporhamphus balinensis ; Hyporhamphus dussumieri ; Hyporhamphus quoyi ; Hyporhamphus xanthopterus ; Nomorhamphus liemi,balobo kuning; balua; banai; cang-cing; durun; julung-julung; kacang-kacang; kacangan; kajangan; larudak; malayan halfbeak; misulum; oras; pilangan; plentet; roa; seramu; sindik; sundoprono; sunduk; taruda nguhu; tracas,Julung-julung,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Dermogenys pusilla ; Dermogenys pusilla fish ; Hemiramphus far ; Hemiramphus far fish ; Hemiramphus lutkei ; Hemiramphus lutkei fish ; Hyporhamphus balinensis ; Hyporhamphus balinensis fish ; Hyporhamphus dussumieri ; Hyporhamphus dussumieri fish ; Hyporhamphus quoyi ; Hyporhamphus quoyi fish ; Hyporhamphus xanthopterus ; Hyporhamphus xanthopterus fish ; Nomorhamphus liemi ; Nomorhamphus liemi fish ; black-barred halfbeak; black-barred garfish fish ; ikan Julung-julung ; ikan Oras ; lutkes halfbeak fish,100
Julung-julung mulut merah,congaturi halfbeak,Hyporhamphus limbatus,toli-toli,Julung-julung,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Hyporhamphus limbatus ; Hyporhamphus limbatus fish ; ikan Julung-julung mulut merah ; congaturi halfbeak fish,100
Kaci-kaci,yellow-striped sweetlips,Plectorhinchus chrysotaenia ; Plectorhinchus flavomaculatus,gerot-gerot; kaci-kaci (jakarta); kaci-kaci jakarta; kakap balong,Kaci-kaci,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Plectorhinchus flavomaculatus ; Plectorhinchus flavomaculatus fish ; Plectorhinchus chrysotaenia ; Plectorhinchus chrysotaenia fish ; ikan Kaci-kaci ; yellowdot sweetlip; lemonfish fish,100
Kaci-kaci hitam,minstrel sweetlips,Plectorhinchus schotaf,kaci-kaci,Kaci-kaci,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Plectorhinchus schotaf ; Plectorhinchus schotaf fish ; ikan Kaci-kaci hitam ; minstrel sweetlips fish,100
Kaci-kaci raja bau,trumpeter perch,Pelates quadrilineatus,anak raja bau [saparua],Kaci-kaci,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Pelates quadrilineatus ; Pelates quadrilineatus fish ; ikan Kaci-kaci raja bau ; trumpeter perch fish,100
Kadal merah,red lizard fish,Synodus ulae,,Kadal,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Synodus ulae ; Synodus ulae fish ; ikan Kadal merah ; red lizard fish fish,100
Kadepang bengalan,fake tinfoil barb,Puntioplites waandersi,repang; cipuk; umpan; pahat; kepiat,Tawes,TAWAR,KONSUMSI,NON HIAS,TIDAK,HIGH,Puntioplites waandersi ; Puntioplites waandersi fish ; ikan Kadepang bengalan ; fake tinfoil barb fish,100
Kaha-kaha putih,six-spined coralfish; six-spined butterfly fish,Parachaetodon ocellatus ; Platax boersii,gebel; kaha-kaha putih; kambe-kambe; monalisa; rui-rui; sliper; tapi-tapi cura,Kepe-kepe,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Parachaetodon ocellatus ; Parachaetodon ocellatus fish ; Platax boersii ; Platax boersii fish ; ikan Kepe-kepe ; six-spined coralfish; six-spined butterfly fish fish,100
Kakap,largemouth black bass,Micropterus salmoides ; Paracaesio kusakarii ; Sacura parva,balimong; betok laut; ikan sulir; kakap hitam; lolosi; pisang-pisang,Kakap,TAWAR,NON KONSUMSI,HIAS,TIDAK,HIGH,Micropterus salmoides ; Micropterus salmoides fish ; Paracaesio kusakarii ; Paracaesio kusakarii fish ; Sacura parva ; Sacura parva fish ; ikan Kakap ; ikan Paralolosi ; little fairy basslet fish ; metallic blue paracaesio; saddle-back snapper fish,100
Kakap anggoli,goldbanded jobfish,Pristipomoides multidens,,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Pristipomoides multidens ; Pristipomoides multidens fish ; ikan Kakap anggoli ; goldbanded jobfish fish,100
Kakap badur,two spot snapper,Lutjanus biguttatus ; Lutjanus lemniscatus,bitte jateh; cablikan; ine; jarang gigi; kotoha,Kakap,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Lutjanus biguttatus ; Lutjanus biguttatus fish ; Lutjanus lemniscatus ; Lutjanus lemniscatus fish ; ikan Kakap badur ; ikan Kakap jarang gigi ; two spot snapper fish ; yellowstreaked snapper; darktail snapper; maroon seaperch fish,100
Kakap bakau,humpback red snapper,Lutjanus gibbus,canding; dapak; jinaha; condeng; daapa; tandok; tanduk; dayah meha; ginimas,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus gibbus ; Lutjanus gibbus fish ; ikan Kakap bakau ; humpback red snapper fish,100
Kakap bluestripe,bluestripe snapper,Lutjanus kasmira,gorara tikus; kunyit; reumoeng; reumong; sala; sasageh,Kakap,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Lutjanus kasmira ; Lutjanus kasmira fish ; ikan Kakap bluestripe ; bluestripe snapper fish,100
Kakap bulat,sea chubs,Proteracanthus sarissophorus,kuku,Kakap,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Proteracanthus sarissophorus ; Proteracanthus sarissophorus fish ; ikan Gendang batu ; sea chubs fish,100
Kakap climbing,climbing perches,Anabas testudineus,puyu; betok papuyu,Betok,TAWAR,KONSUMSI,NON HIAS,TIDAK,HIGH,Anabas testudineus ; Anabas testudineus fish ; ikan Kakap climbing ; climbing perches fish,100
Kakap ekor kuning,indian snapper,Lutjanus madras,cawene,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus madras ; Lutjanus madras fish ; ikan Kakap indian ; indian snapper fish,100
Kakap gajah,emperor red snapper,Lutjanus sebae,kakap bangkok; kakap sawu; bambangan; jenehak; maya-maya,Kakap,"LAUT, PAYAU",KONSUMSI,HIAS,TIDAK,HIGH,Lutjanus sebae ; Lutjanus sebae fish ; ikan Kakap gajah ; emperor red snapper fish,100
Kakap hitam,black and white snapper,Macolor niger,bekuku; kompele terbang; kakap balong,Kakap,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Macolor niger ; Macolor niger fish ; ikan Kakap hitam ; black and white snapper fish,100
Kakap hitam papua,papuan black snapper,Lutjanus goldiei,tembaring,Kakap,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus goldiei ; Lutjanus goldiei fish ; ikan Kakap hitam papua ; papuan black snapper fish,100
Kakap ilak,brassy chub; lowfin chub,Kyphosus vaigiensis,kakap lodi; elak; grandang,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Kyphosus vaigiensis ; Kyphosus vaigiensis fish ; ikan Kakap lodi ; brassy chub; lowfin chub fish,100
Kakap jenaha,john's snapper,Lutjanus johnii,baga; cabeh watu; kumbah buha; petehan; kakap unggar,Kakap,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus johnii ; Lutjanus johnii fish ; ikan Tambangan ; john's snapper fish,100
Kakap kuning hindia,bengal snapper,Lutjanus bengalensis,kunyit; tanda,Kakap,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Lutjanus bengalensis ; Lutjanus bengalensis fish ; ikan Kakap kuning hindia ; bengal snapper fish,100
Kakap lane,lane snapper,Lutjanus synagris,,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus synagris ; Lutjanus synagris fish ; ikan Kakap lane ; lane snapper fish,100
Kakap laut merah,spinyfin anthia,Giganthias serratospinosus,,Kakap,"LAUT, PAYAU",KONSUMSI,HIAS,TIDAK,HIGH,Giganthias serratospinosus ; Giganthias serratospinosus fish ; ikan Kakap laut merah ; spinyfin anthia fish,100
Kakap layar,sailfin snapper,Symphorichthys spilurus,tambak kuncir,Kakap,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Symphorichthys spilurus ; Symphorichthys spilurus fish ; ikan Kakap layar ; sailfin snapper fish,100
Kakap lodi,topsail chub; blue sea chub,Kyphosus cinerascens,elak; grandang,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Kyphosus cinerascens ; Kyphosus cinerascens fish ; ikan Kakap ilak ; topsail chub; blue sea chub fish,100
Kakap mailah/ketambak,bohar snapper,Lutjanus bohar,ahaang; jareung gigo; kotoha; maya-maya; dapak; kakap batu; jarang gigi; kantoan,Kakap,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus bohar ; Lutjanus bohar fish ; ikan Kakap mailah/ketambak ; bohar snapper fish,100
Kakap malam,midnight snapper,Macolor macularis,teletabis; kumpele terbang asli; sulai asau; tonalu,Kakap,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Macolor macularis ; Macolor macularis fish ; ikan Kakap malam ; midnight snapper fish,100
Kakap maori,blubberlip snapper; speckled snapper; maori snapper,Lutjanus rivulatus,kampuh; kampo; jenaha konai; baga sangai,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus rivulatus ; Lutjanus rivulatus fish ; ikan Gaga ; blubberlip snapper; speckled snapper; maori snapper fish,100
Kakap mata kucing,waigieu seaperch,Psammoperca waigiensis civler,,Kakap,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Psammoperca waigiensis civler ; Psammoperca waigiensis civler fish ; ikan Kakap mata kucing ; waigieu seaperch fish,100
Kakap merah,flame snapper,Etelis coruscans ; Lutjanus sanguineus ; Lutjanus timoriensis,bambangan; bombangan; darongan; ekor panjang; kelelet; lasak; pasopah; rahiang; sarongan; sepah; tambak merah; tambangan; tasopah; tembola,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Etelis coruscans ; Etelis coruscans fish ; Lutjanus sanguineus ; Lutjanus sanguineus fish ; Lutjanus timoriensis ; Lutjanus timoriensis fish ; flame snapper fish ; humphead snapper fish ; ikan Anggoli ; ikan Kakap merah,100
Kakap merah bakau,mangrove red snapper,Lutjanus argentimaculatus,bambangan; bale tenga; bale tjela; ganggrang eca; ganrang eca; jarang gigi; manggar,Kakap,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus argentimaculatus ; Lutjanus argentimaculatus fish ; ikan Kakap merah bakau ; mangrove red snapper fish,100
Kakap merah pasifik,pacific red snapper,Lutjanus peru,,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus peru ; Lutjanus peru fish ; ikan Kakap merah pasifik ; pacific red snapper fish,100
Kakap merah utara,northern red snapper,Lutjanus campechanus,,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus campechanus ; Lutjanus campechanus fish ; ikan Kakap merah utara ; northern red snapper fish,100
Kakap merah/kakap bongkok,indonesian snapper,Lutjanus bitaeniatus,anggoli; bagong; bambangan; gajah; ganggrang eca; jambian; jarang gigi; kakap pasifik; pasir-pasir; sawu; snapper bungkuk,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus bitaeniatus ; Lutjanus bitaeniatus fish ; ikan Kakap merah/kakap bongkok ; indonesian snapper fish,100
Kakap moluccan,moluccan snapper,Lutjanus boutton,bambangan,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus boutton ; Lutjanus boutton fish ; ikan Kakap moluccan ; moluccan snapper fish,100
Kakap papua,papuan snapper,Lutjanus papuensis,,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus papuensis ; Lutjanus papuensis fish ; ikan Kakap papua ; papuan snapper fish,100
Kakap putih japanese,japanese seabass; japanese seaperch,Lateolabrax japonicus,,Kakap,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Lateolabrax japonicus ; Lateolabrax japonicus fish ; ikan Kakap putih japanese ; japanese seabass; japanese seaperch fish,100
Kakap ruby,ruby snapper,Etelis carbunculus,kakap pasifik; merah; bagong; saramia; langkuabo mira; lompa-lompa,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Etelis carbunculus ; Etelis carbunculus fish ; ikan Kakap ruby ; ruby snapper fish,100
Kakap sunrise perch,sunrise perch,Caprodon schlegelii,rainbow asli,Kakap,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Caprodon schlegelii ; Caprodon schlegelii fish ; ikan Kakap sunrise perch ; sunrise perch fish,100
Kakap tambak,blacktail snapper,Lutjanus fulvus,badur; tambak; sala wau; sumpehlea,Kakap,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus fulvus ; Lutjanus fulvus fish ; ikan Kakap tambak ; blacktail snapper fish,100
Kakap tompel,onespot snapper,Lutjanus monostigma,baba; kotoha; roraga; dulit areng (lamongan),Kakap,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus monostigma ; Lutjanus monostigma fish ; ikan Kelalah ; onespot snapper fish,100
Kakap yellowback,yellowback basslet,Liopropoma dorsoluteum,betok laut kuning,Kakap,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Liopropoma dorsoluteum ; Liopropoma dorsoluteum fish ; ikan Kakap yellowback ; yellowback basslet fish,100
Kakatua,double headed parrotfish; bumphead parrotfish;green humphead parrotfish; humphead parrotfish,Bolbometopon muricatum ; Calotomus carolinus ; Calotomus spinidens ; Cetoscarus ocellatus ; Chlorurus bleekeri ; Chlorurus capistratoides ; Chlorurus japanensis ; Chlorurus microrhinos ; Chlorurus sordidus ; Hipposcarus longiceps ; Leptoscarus vaigiensis ; Scarus altipinnis ; Scarus chameleon ; Scarus dimidiatus ; Scarus flavipectoralis ; Scarus forsteni ; Scarus frenatus ; Scarus ghobban ; Scarus globiceps ; Scarus longipinnis ; Scarus niger ; Scarus oviceps ; Scarus prasiognathos ; Scarus psittacus ; Scarus quoyi ; Scarus rivulatus ; Scarus rubroviolaceus ; Scarus schlegeli ; Scarus tricolor,angke; anglu; benaeng; beronang kuningkea-kea; gogos; kakatua biru; kea-kea; kleng; kole; lama; lembain; mogoh nyuloh; papakulu garasa; samadar palsu; timunan,Kakatua,LAUT,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Cetoscarus ocellatus ; Cetoscarus ocellatus fish ; Chlorurus capistratoides ; Chlorurus capistratoides fish ; Bolbometopon muricatum ; Bolbometopon muricatum fish ; Calotomus carolinus ; Calotomus carolinus fish ; Calotomus spinidens ; Calotomus spinidens fish ; Chlorurus bleekeri ; Chlorurus bleekeri fish ; Chlorurus japanensis ; Chlorurus japanensis fish ; Chlorurus microrhinos ; Chlorurus microrhinos fish ; Hipposcarus longiceps ; Hipposcarus longiceps fish ; Leptoscarus vaigiensis ; Leptoscarus vaigiensis fish ; Scarus chameleon ; Scarus chameleon fish ; Scarus flavipectoralis ; Scarus flavipectoralis fish ; Scarus forsteni ; Scarus forsteni fish ; Scarus frenatus ; Scarus frenatus fish ; Scarus globiceps ; Scarus globiceps fish ; Scarus niger ; Scarus niger fish ; Scarus oviceps ; Scarus oviceps fish ; Scarus prasiognathos ; Scarus prasiognathos fish ; Scarus psittacus ; Scarus psittacus fish ; Scarus quoyi ; Scarus quoyi fish ; Scarus rivulatus ; Scarus rivulatus fish ; Scarus rubroviolaceus ; Scarus rubroviolaceus fish ; Scarus schlegeli ; Scarus schlegeli fish ; Scarus tricolor ; Scarus tricolor fish ; Scarus altipinnis ; Scarus altipinnis fish ; Scarus longipinnis ; Scarus longipinnis fish ; Chlorurus sordidus ; Chlorurus sordidus fish ; Scarus dimidiatus ; Scarus dimidiatus fish ; Scarus ghobban ; Scarus ghobban fish ; ikan Kakatua ; spotted parrotfish fish,100
