species_indonesia,species_english,species_scientific,search_keywords,min_images,prioritas,fish_group,habitat_type,ornamental_type,local_names
Lais,long-barbel sheatfish,Kryptoterus limpok,Lais; long-barbel sheatfish; Kryptoterus limpok,50,LOW,Lais,TAWAR,NON HIAS,lais
Leggett's rainbowfish,leggett's rainbowfish,Glossolepis leggetti,Leggett's rainbowfish; leggett's rainbowfish; Glossolepis leggetti,50,LOW,Rainbow,TAWAR,HIAS,pelangi papua; pelangi wapoga (irian jaya)
Lemah,false trevally,Lactarius lactarius,Lemah; false trevally; Lactarius lactarius; false trevally fish,50,LOW,Kuwe,LAUT,NON HIAS,lemahan; susu; limat; tana
Lepu yellowspotted,yellowspotted scorpionfish,Sebastapistes cyanostigma,Lepu yellowspotted; yellowspotted scorpionfish; Sebastapistes cyanostigma,50,LOW,Lepu,LAUT,NON HIAS,
Lepu weedy,weedy  scorpionfish,Rhinopias frondosa,Lepu weedy; weedy  scorpionfish; Rhinopias frondosa,50,LOW,Lepu,LAUT,HIAS,
Lepu ruddy,ruddy scorpionfish,Pontinus rhodochrous,Lepu ruddy; ruddy scorpionfish; Pontinus rhodochrous,50,LOW,Lepu,LAUT,NON HIAS,
Lepu poss's,poss's scorpionfish,Scorpaenopsis possi,Lepu poss's; poss's scorpionfish; Scorpaenopsis possi,50,LOW,Lepu,LAUT,NON HIAS,
Lepu papua,papuan scorpionfish,Scorpaenopsis papuensis,Lepu papua; papuan scorpionfish; Scorpaenopsis papuensis,50,LOW,Lepu,"LAUT, PAYAU",NON HIAS,
Lepu orange-banded,orange-banded scorpionfish,Neosebastes entaxis,Lepu orange-banded; orange-banded scorpionfish; Neosebastes entaxis,50,LOW,Lepu,"LAUT, PAYAU, TAWAR",NON HIAS,
Lepu lacy,lacy scorpionfish,Rhinopias aphanes,Lepu lacy; lacy scorpionfish; Rhinopias aphanes,50,LOW,Lepu,LAUT,NON HIAS,
Lepu karang,onestick stingfish,Minous coccineus,Lepu karang; onestick stingfish; Minous coccineus,50,LOW,Rainbow,LAUT,NON HIAS,lepu batu; lepu setan
Lemadang,common dolphinfish,Coryphaena hippurus,Lemadang; common dolphinfish; Coryphaena hippurus,50,LOW,Lemadang,LAUT,NON HIAS,mahi - mahi
Lepu eschmeyer's,eschmeyer's scorpionfish,Rhinopias eschmeyeri,Lepu eschmeyer's; eschmeyer's scorpionfish; Rhinopias eschmeyeri,50,LOW,Lepu,LAUT,HIAS,
Lepu barong,absent-minded scorpionfish,Sebastiscus tertius,Lepu barong; absent-minded scorpionfish; Sebastiscus tertius,50,LOW,Lepu,"LAUT, PAYAU, TAWAR",NON HIAS,
Lepu angin,western scorpionfish,Scorpaena onaria,Lepu angin; western scorpionfish; Scorpaena onaria,50,LOW,Lepu,LAUT,NON HIAS,
Lepo merah,kai stargazer,Uranoscopus kaianus,Lepo merah; kai stargazer; Uranoscopus kaianus; kai stargazer fish,50,LOW,Rainbow,LAUT,NON HIAS,
Lencang kuning,humphead bannerfish,Heniochus varius,Lencang kuning; humphead bannerfish; Heniochus varius,50,LOW,Kepe-kepe,LAUT,HIAS,kambingan; ikan bendera
Lencam emperor,brown-headed emperor; brown-headed emperor; longfin emperor,Lethrinus erythropterus,Lencam emperor; brown-headed emperor; brown-headed emperor; longfin emperor; Lethrinus erythropterus; brown-headed emperor; brown-headed emperor; longfin emperor fish,50,LOW,Lencam,LAUT,NON HIAS,ketambak; lencam; ketamba; matahari
Lencam,grey large-eye bream,Gymnocranius griseus,Lencam; grey large-eye bream; Gymnocranius griseus; grey large-eye bream fish,50,LOW,Lencam,LAUT,NON HIAS,diles; gulamah; tiga waja; padi-padi putih; tambak pasir; jangki; ikan kapas laut dalam
Lemuru,bali sardinella,Sardinella lemuru,Lemuru; bali sardinella; Sardinella lemuru; bali sardinella fish,50,LOW,Lemuru,"LAUT, PAYAU, TAWAR",NON HIAS,sardin; sarden; siro-siro; ciro-ciro; soroi; tengkurung; sebulak; lengguru; teros; sembula; lemuru kucing; protolan; semenit lemuru; seroi; kucingan; tembang mata kucing; tembang moncong
Lembain,blackeye thicklip,Hemigymnus melapterus,Lembain; blackeye thicklip; Hemigymnus melapterus; blackeye thicklip fish,50,LOW,Bayeman,LAUT,HIAS,kenari; tikusan biasa
Lepu batu,izu scorpionfish,Scorpaena izensis,Lepu batu; izu scorpionfish; Scorpaena izensis,50,LOW,Lepu,LAUT,NON HIAS,
Labilabi moncong babi,pignosed turtle,Carettochelys Insculpta,Labilabi moncong babi; pignosed turtle; Carettochelys Insculpta; pignosed turtle fish,50,LOW,LABI,TAWAR,,
Labilabi bintang,asian narrowheaded softshell turtle,Chitra Chitra,Labilabi bintang; asian narrowheaded softshell turtle; Chitra Chitra; asian narrowheaded softshell turtle fish,50,LOW,LABI,TAWAR,,
Kwe abu-abu,dusky bluefin jack; bluefin trevally,Caranx melampygus,Kwe abu-abu; dusky bluefin jack; bluefin trevally; Caranx melampygus; dusky bluefin jack; bluefin trevally fish,50,LOW,Kuwe,LAUT,NON HIAS,weti; bobara; lan eti; daja njubah; katombo; gandar; katombo; kalampeto; boboka; gergarin; langoan; garongsong; lamuru batang; masidung; kebo; puka putih; bobara
Kurisi fivelined threadfin,fivelined threadfin bream,Nemipterus tambuloides,Kurisi fivelined threadfin; fivelined threadfin bream; Nemipterus tambuloides; fivelined threadfin bream fish,50,LOW,Kurisi,LAUT,NON HIAS,gurisi
Kurisi balinese threadfin,balinese threadfin bream,Nemipterus balinensis,Kurisi balinese threadfin; balinese threadfin bream; Nemipterus balinensis; balinese threadfin bream fish,50,LOW,Kurisi,LAUT,NON HIAS,
Kurisi bali,sharp-toothed jobfish; sharp-thooted basa,Pristipomoides typus,Kurisi bali; sharp-toothed jobfish; sharp-thooted basa; Pristipomoides typus,50,LOW,Kurisi,LAUT,NON HIAS,kurisi bali; gurisi
Kurisi,redspine threadfin bream,Nemipterus nemurus,Kurisi; redspine threadfin bream; Nemipterus nemurus; redspine threadfin bream fish,50,LOW,Kurisi,LAUT,NON HIAS,gurisi
Kurakura rote,rotisnakenecked turtle,Chelodina Mccordi,Kurakura rote; rotisnakenecked turtle; Chelodina Mccordi; rotisnakenecked turtle fish,50,LOW,KURA,TAWAR,,
Kurakura papua leher panjang,new guinea snakenecked turtle,Chelodina Novaeguineae,Kurakura papua leher panjang; new guinea snakenecked turtle; Chelodina Novaeguineae; new guinea snakenecked turtle fish,50,LOW,KURA,TAWAR,,
Kura-kura pipi putih,black marsh turtle; white cheek terrapin,Siebenrockiella crassicollis,Kura-kura pipi putih; black marsh turtle; white cheek terrapin; Siebenrockiella crassicollis; black marsh turtle; white cheek terrapin fish,50,LOW,Kura-kura,TAWAR,HIAS,
Kura-kura biuku,river terrapin,Batagur baska,Kura-kura biuku; river terrapin; Batagur baska; river terrapin fish,50,LOW,Kura-kura,TAWAR,NON HIAS,
Kurisi japanese threadfin,japanese threadfin bream,Nemipterus japonicus,Kurisi japanese threadfin; japanese threadfin bream; Nemipterus japonicus; japanese threadfin bream fish,50,LOW,Kurisi,LAUT,NON HIAS,gurisi; krisi
Kura-kura,west african black turtle,Pelusios niger,Kura-kura; west african black turtle; Pelusios niger; west african black turtle fish,50,LOW,Kura-kura,TAWAR,HIAS,
Kupang,corbula,Corbula faba,Kupang; corbula; Corbula faba; corbula fish,50,LOW,Kerang,"LAUT, PAYAU",NON HIAS,
Kuniran empat strip,fourstripe goatfish,Upeneus quadrilineatus,Kuniran empat strip; fourstripe goatfish; Upeneus quadrilineatus,50,LOW,"Bijinangka, jenggot",LAUT,NON HIAS,dayah jenggot; ciko-ciko; gelang mudin
Kuniran,sulphur goathfish,Upeneus sulphureus,Kuniran; sulphur goathfish; Upeneus sulphureus,50,LOW,Kuniran,LAUT,HIAS,kuniran
Kumeje batu yellowsnout large-eye,yellowsnout large-eye bream,Gymnocranius frenatus,Kumeje batu yellowsnout large-eye; yellowsnout large-eye bream; Gymnocranius frenatus; yellowsnout large-eye bream fish,50,LOW,Lencam,LAUT,NON HIAS,
Kumeje batu yellowband monocle,red-spot dwarf monocle bream,Parascolopsis rufomaculatus,Kumeje batu yellowband monocle; red-spot dwarf monocle bream; Parascolopsis rufomaculatus; red-spot dwarf monocle bream fish,50,LOW,Kurisi,"LAUT, PAYAU",NON HIAS,
Kumeje batu blue-spotted large-eye,blue-spotted large-eye bream,Gymnocranius microdon,Kumeje batu blue-spotted large-eye; blue-spotted large-eye bream; Gymnocranius microdon; blue-spotted large-eye bream fish,50,LOW,Lencam,LAUT,NON HIAS,
Kumeje batu,japanese whiptail,Pentapodus nagasakiensis,Kumeje batu; japanese whiptail; Pentapodus nagasakiensis; japanese whiptail fish,50,LOW,Pelangi?,LAUT,NON HIAS,anjang-anjang jepun
Kumai putih,whitemargin unicornfish,Naso annulatus,Kumai putih; whitemargin unicornfish; Naso annulatus,50,LOW,Botana,LAUT,"HIAS, NON HIAS",kumai; kapasan
Kupang cardinalfish,kupang cardinal fish,Ostorhinchus wassinki,Kupang cardinalfish; kupang cardinal fish; Ostorhinchus wassinki,50,LOW,Capungan,LAUT,NON HIAS,
Kurisi perak,rusty jobfish,Aphareus rutilans,Kurisi perak; rusty jobfish; Aphareus rutilans,50,LOW,Kurisi,LAUT,NON HIAS,kuri; kerisi; tukak; gurisi; kamijan; juku; eja; kresek
Kurisi ungu,crimson jobfish,Pristipomoides filamentosus,Kurisi ungu; crimson jobfish; Pristipomoides filamentosus,50,LOW,Kurisi,LAUT,NON HIAS,kurisi
Kurisi yellow-tipped threadfin,yellow-tipped threadfin bream,Nemipterus nematopus,Kurisi yellow-tipped threadfin; yellow-tipped threadfin bream; Nemipterus nematopus; yellow-tipped threadfin bream fish,50,LOW,Kurisi,LAUT,NON HIAS,
Kuwe sirip kuning,whitefin trevally,Carangoides equula,Kuwe sirip kuning; whitefin trevally; Carangoides equula; whitefin trevally fish,50,LOW,Kuwe,LAUT,NON HIAS,kuwe sirip kuning
Kuwe rombeh,indian threadfish,Alectis indicus,Kuwe rombeh; indian threadfish; Alectis indicus,50,LOW,Kuwe,LAUT,NON HIAS,jebris; lowang; mando; rambo-rambo; kwee rambut; peperek; ibu rambu; cepa; ramcu
Kuwe rambut,african pompano,Alectis ciliaris,Kuwe rambut; african pompano; Alectis ciliaris; african pompano fish,50,LOW,Kuwe,LAUT,NON HIAS,kwe rambut; rambe anoi; bubara; peperek; ibu rambu; kwee rombeh; jebris; jebus; ikan rambut; lowang; nyubba; rambeu mando; simba lili bonua; rambai
Kuwe pectoralf sabit,obliqebanded trevally,Carangoides platiotaenia,Kuwe pectoralf sabit; obliqebanded trevally; Carangoides platiotaenia; obliqebanded trevally fish,50,LOW,Kuwe,LAUT,NON HIAS,kuweh pectoralf sabit
Kuwe pectoral,short pectoralf trevally [amber jack],Seriola dumerili,Kuwe pectoral; short pectoralf trevally [amber jack]; Seriola dumerili; short pectoralf trevally [amber jack] fish,50,LOW,Kuwe,LAUT,NON HIAS,pendek
Kuwe papua,brassy trevally,Caranx papuensis,Kuwe papua; brassy trevally; Caranx papuensis; brassy trevally fish,50,LOW,Kuwe,"LAUT, PAYAU",NON HIAS,nyumba langko kape; simba
Kuwe moncong tumpul bulat,ferdau's cavalla; blue trevally,Carangoides ferdau,Kuwe moncong tumpul bulat; ferdau's cavalla; blue trevally; Carangoides ferdau; ferdau's cavalla; blue trevally fish,50,LOW,Kuwe,"LAUT, PAYAU",NON HIAS,kwe moncong tumpul bulat
Kuwe mata besar,bluespotted trevally,Caranx bucculentus,Kuwe mata besar; bluespotted trevally; Caranx bucculentus; bluespotted trevally fish,50,LOW,Kuwe,LAUT,NON HIAS,kuweh mata besar
Kuwe macan,yellowspotted trevally,Carangoides fulvoguttatus,Kuwe macan; yellowspotted trevally; Carangoides fulvoguttatus; yellowspotted trevally fish,50,LOW,Kuwe,LAUT,NON HIAS,lolosi; munggirat; bubura; kuweh macan; gergain; langoan; can macanan gading
Kuwe lilin,bludger trevally,Carangoides gymnostethus,Kuwe lilin; bludger trevally; Carangoides gymnostethus; bludger trevally fish,50,LOW,Kuwe,LAUT,NON HIAS,bubara; gergarin; langoan gerongsong; kakapas; cepra; tangkolak; kwee lilin
Kuwe kaudal hitam,tille trevally; giant trevally,Caranx tille,Kuwe kaudal hitam; tille trevally; giant trevally; Caranx tille; tille trevally; giant trevally fish,50,LOW,Kuwe,LAUT,NON HIAS,ikan kuweh; kwe kaudal hitam
Kuwe ekor kuning,yellowtail tang,Zebrasoma xanthurum,Kuwe ekor kuning; yellowtail tang; Zebrasoma xanthurum; yellowtail tang fish,50,LOW,Kuwe,LAUT,HIAS,
Kuwe caudal hitam,giant trevally,Caranx ignobilis,Kuwe caudal hitam; giant trevally; Caranx ignobilis; giant trevally fish,50,LOW,Kuwe,LAUT,NON HIAS,meye
Kuwe bintik,smallspotted dart,Trachinotus baillonii,Kuwe bintik; smallspotted dart; Trachinotus baillonii; smallspotted dart fish,50,LOW,Kuwe,"LAUT, PAYAU",NON HIAS,lowang bintik
Kuwe bibir tebal,island trevally,Carangoides orthogrammus,Kuwe bibir tebal; island trevally; Carangoides orthogrammus; island trevally fish,50,LOW,Kuwe,LAUT,NON HIAS,
Kuwe abu-abu sirip gelap,big rivoliana [shortfin trevally],Seriola rivoliana,Kuwe abu-abu sirip gelap; big rivoliana [shortfin trevally]; Seriola rivoliana; big rivoliana [shortfin trevally] fish,50,LOW,Kuwe,LAUT,NON HIAS,kwe abu-abu sirip gelap
Kuwe,longfin cavalla,Carangoides ciliarius,Kuwe; longfin cavalla; Carangoides ciliarius; longfin cavalla fish,50,LOW,Kuwe,LAUT,NON HIAS,putihan
Kutu laut,northern spined chiton,Acanthopleura gemmata,Kutu laut; northern spined chiton; Acanthopleura gemmata; northern spined chiton fish,50,LOW,Kutu laut,LAUT,NON HIAS,
Kurisi yellowbelly threadfin,yellowbelly threadfin bream,Nemiptures bathyibius,Kurisi yellowbelly threadfin; yellowbelly threadfin bream; Nemiptures bathyibius; yellowbelly threadfin bream fish,50,LOW,Kurisi,LAUT,NON HIAS,
Kepiting bulu shanghai,chinese mitten crab,Eriocheir sinensis,Kepiting bulu shanghai; chinese mitten crab; Eriocheir sinensis; chinese mitten crab fish,50,LOW,Kepiting,"LAUT, PAYAU, TAWAR",NON HIAS,kepiting bulu shanghai
Lidah hitam,common sole,Solea solea,Lidah hitam; common sole; Solea solea; common sole fish,50,LOW,Sebelah,LAUT,NON HIAS,sebelah
Kepiting biru,blue crab,Callinectes sapidus,Kepiting biru; blue crab; Callinectes sapidus; blue crab fish,50,LOW,Kepiting,"LAUT, PAYAU, TAWAR",NON HIAS,kepiting biru
Kepiting bakau ungu,purple mud crab,Scylla tranquebarica,Kepiting bakau ungu; purple mud crab; Scylla tranquebarica; purple mud crab fish,50,LOW,Kepiting,"LAUT, PAYAU",NON HIAS,kepiting bakau ungu
Harimau irian,campbells tigerfish,Datnioides campbelli,Harimau irian; campbells tigerfish; Datnioides campbelli,50,LOW,Ringau,"PAYAU, TAWAR",HIAS,ringo; elang (sumsel); babat (kalbar); macan (papua)
Hantu,black ghost,Apteronotus maculate,Hantu; black ghost; Apteronotus maculate; black ghost fish,50,LOW,Black ghost,"LAUT, TAWAR",HIAS,
Hampal,hampala barb,Hampala macrolepidota,Hampal; hampala barb; Hampala macrolepidota; hampala barb fish,50,LOW,Hampal,TAWAR,NON HIAS,hampal; hambal; adungan; hampalong; kebarau
Halibut pasifik,pacific halibut,Hippoglossus stenolepis,Halibut pasifik; pacific halibut; Hippoglossus stenolepis; pacific halibut fish,50,LOW,Sebelah,LAUT,NON HIAS,
Halibut,greenland halibut,Reinhardtius hippoglossoides,Halibut; greenland halibut; Reinhardtius hippoglossoides; greenland halibut fish,50,LOW,Sebelah,LAUT,NON HIAS,
Hake,european hake,Merluccius merluccius,Hake; european hake; Merluccius merluccius; european hake fish,50,LOW,Kod,LAUT,NON HIAS,
Hairy puffer,hairy puffer,Pao baileyi,Hairy puffer; hairy puffer; Pao baileyi; hairy puffer fish,50,LOW,Buntal,TAWAR,HIAS,
Gurnard starry flying,starry flying gurnard,Dactyloptena peterseni,Gurnard starry flying; starry flying gurnard; Dactyloptena peterseni; starry flying gurnard fish,50,LOW,Gurnard,LAUT,NON HIAS,walang
Harimau perak,four-banded tiger perch; silver tiger fish,Datnioides polota,Harimau perak; four-banded tiger perch; silver tiger fish; Datnioides polota,50,LOW,Ringau,"PAYAU, TAWAR",HIAS,ringo elang (sumsel); babat (kalbar)
Gurita webfoot,webfoot octopus,Amphioctopus membranaceus,Gurita webfoot; webfoot octopus; Amphioctopus membranaceus; webfoot octopus fish,50,LOW,Gurita,"LAUT, PAYAU",NON HIAS,
Gurita,webfoot octopus,Amphioctopus membranaceus,Gurita; webfoot octopus; Amphioctopus membranaceus; webfoot octopus fish,50,LOW,Gurita,"LAUT, PAYAU",NON HIAS,gurita
Gupi,Guppy,Poecilia reticulata,Gupi; Guppy; Poecilia reticulata; Guppy fish,50,LOW,Gupi,"TAWAR, PAYAU",HIAS,ikan seribu; bahenol
Guntur,green jobfish,Aprion virescens,Guntur; green jobfish; Aprion virescens,50,LOW,Kurisi,LAUT,NON HIAS,guntur; ikan agam
Gumalah,japanese meagre,Argyrosomus japonicus,Gumalah; japanese meagre; Argyrosomus japonicus; japanese meagre fish,50,LOW,Gulamah; tigawaja,LAUT,NON HIAS,gumalah; tiga waja; diles; gulama
Gulamah kuning,large yellow croaker,Larimichthys crocea,Gulamah kuning; large yellow croaker; Larimichthys crocea; large yellow croaker fish,50,LOW,Tigawaja,"LAUT, PAYAU",NON HIAS,
Gulamah,amoy croaker,Argyrosomus amoyensis,Gulamah; amoy croaker; Argyrosomus amoyensis; amoy croaker fish,50,LOW,Gulamah,LAUT,NON HIAS,samgeh
Gulama sirip kasar,tigertooth croaker,Otolithes ruber,Gulama sirip kasar; tigertooth croaker; Otolithes ruber; tigertooth croaker fish,50,LOW,Gulamah; tigawaja,LAUT,NON HIAS,ganglemo; grabag; melontak; jarang gigi; tetet
Gulama putih,sharpnose hammer croaker,Johnius borneensis,Gulama putih; sharpnose hammer croaker; Johnius borneensis; sharpnose hammer croaker fish,50,LOW,Gulamah; tigawaja,LAUT,NON HIAS,gulamah; gulama putih
Gurita  biru,big  blue  octopus,Octopus cyaneus,Gurita  biru; big  blue  octopus; Octopus cyaneus; big  blue  octopus fish,50,LOW,Gurita,LAUT,NON HIAS,gurita
Gulama papan,reeve's croaker,Chrysochir aureus,Gulama papan; reeve's croaker; Chrysochir aureus; reeve's croaker fish,50,LOW,Gulamah; tigawaja,LAUT,NON HIAS,tetet; jarang gigi; gulama papan; tikusan
Harlequin sandperch,harlequin sandperch,Parapercis maculata,Harlequin sandperch; harlequin sandperch; Parapercis maculata; harlequin sandperch fish,50,LOW,Grubfish,LAUT,NON HIAS,toto
Herring cina,elongate ilisha,Ilisha elongata,Herring cina; elongate ilisha; Ilisha elongata; elongate ilisha fish,50,LOW,Sarden,LAUT,NON HIAS,gemprang; kemprit; biang; sekok; wering; mata besar; mata lebar; putut; sepot
Jabingan hitam besar,black sailfin goby,Atrosalarias fuscus,Jabingan hitam besar; black sailfin goby; Atrosalarias fuscus; black sailfin goby fish,50,LOW,Gobi,LAUT,NON HIAS,
Jabingan campur,masked shrimpgoby,Amblyeleotris gymnocephala,Jabingan campur; masked shrimpgoby; Amblyeleotris gymnocephala; masked shrimpgoby fish,50,LOW,Gobi,"LAUT, PAYAU, TAWAR",HIAS,
Interrupted dartfish,interrupted dartfish,Parioglossus interruptus,Interrupted dartfish; interrupted dartfish; Parioglossus interruptus,50,LOW,Dartfish,PAYAU,NON HIAS,
Indian sand tiger,indian sand tiger,Carcharias tricuspidatus,Indian sand tiger; indian sand tiger; Carcharias tricuspidatus; indian sand tiger fish,50,LOW,Hiu,LAUT,NON HIAS,
Ikan setan,escolar,Lepidocybium flavobrunneum,Ikan setan; escolar; Lepidocybium flavobrunneum; escolar fish,50,LOW,Gindara,LAUT,NON HIAS,ikan setan
Ikan sargassum,sargassumfish,Histrio histrio,Ikan sargassum; sargassumfish; Histrio histrio,50,LOW,Ikan sargassum,LAUT,HIAS,skorpion kodok; barong kodok strip palsu; sargassum frogfish
Ikan sanma,pacific saury,Cololabis saira,Ikan sanma; pacific saury; Cololabis saira; pacific saury fish,50,LOW,Slengseng,"LAUT, PAYAU, TAWAR",NON HIAS,
Ikan rainbow bintik merah,murray river rainbowfish,Melanotaenia fluviatilis,Ikan rainbow bintik merah; murray river rainbowfish; Melanotaenia fluviatilis,50,LOW,Rainbow,TAWAR,HIAS,
Hayashi's cardinalfish,hayashi's cardinal fish,Pseudamia hayashii,Hayashi's cardinalfish; hayashi's cardinal fish; Pseudamia hayashii,50,LOW,Capungan,LAUT,NON HIAS,
Ikan pedang,swordfish,Xiphias gladius,Ikan pedang; swordfish; Xiphias gladius,50,LOW,Pedang,LAUT,NON HIAS,meka;todak; suwadakar; toda; janggilus; todak; suwadakar; toda; janggilus
Ikan naga,long snouted lancefish,Alepisaurus ferrox,Ikan naga; long snouted lancefish; Alepisaurus ferrox,50,LOW,Naga,LAUT,NON HIAS,ikan naga
Ikan layaran,indo-pacific sailfish,Isthiophorus platypterus,Ikan layaran; indo-pacific sailfish; Isthiophorus platypterus,50,LOW,Layaran,LAUT,NON HIAS,layaran;ikan layar;jangilus;jegan;klayar;lanjareng;marsuji
Ikan aligator,alligator gar,Atractosteus spatula,Ikan aligator; alligator gar; Atractosteus spatula; alligator gar fish,50,LOW,Aligator,"PAYAU, TAWAR",HIAS,
Idat,ulawesis el,Anguilla Celebesensis,Idat; ulawesis el; Anguilla Celebesensis; ulawesis el fish,50,LOW,SIDA,"LAUT, TAWAR",,
Huna capit merah,tropical blue crayfish; red claw crayfish,Cherax quadricarinatus,Huna capit merah; tropical blue crayfish; red claw crayfish; Cherax quadricarinatus,50,LOW,Lobster,TAWAR,"HIAS, NON HIAS",huna australia
Honshu pipefish,honshu pipefish,Doryrhamphus japonicus,Honshu pipefish; honshu pipefish; Doryrhamphus japonicus,50,LOW,Pipefish,LAUT,NON HIAS,
Hokke,okhotsk atka mackerel,Pleurogrammus azonus,Hokke; okhotsk atka mackerel; Pleurogrammus azonus; okhotsk atka mackerel fish,50,LOW,Mackerel,LAUT,NON HIAS,
Herring slender shad,elongate ilisha,Ilisha elongata,Herring slender shad; elongate ilisha; Ilisha elongata; elongate ilisha fish,50,LOW,Sarden,LAUT,NON HIAS,gemprang; kemprit; biang; sekok; wering; mata besar; mata lebar; putut; sepot
Ikan pe,balinese stingray,Dasyatis cf longa,Ikan pe; balinese stingray; Dasyatis cf longa; balinese stingray fish,50,LOW,Pari,LAUT,NON HIAS,ikan pe
Jabingan kepala besar,mud reef-goby,Exyrias belissimus,Jabingan kepala besar; mud reef-goby; Exyrias belissimus; mud reef-goby fish,50,LOW,Gobi,LAUT,HIAS,
Gulama keken,bearded croaker,Johnius amblycephalus,Gulama keken; bearded croaker; Johnius amblycephalus; bearded croaker fish,50,LOW,Gulamah; tigawaja,LAUT,NON HIAS,tembirih; bulamah; gelembung; gelama papan; bulama; gulama; kuruk; giligan; kaneke; samgeh
Guitarfish,whitespotted guitarfish,Rhinobatos albomaculatus,Guitarfish; whitespotted guitarfish; Rhinobatos albomaculatus,50,LOW,Pari,LAUT,NON HIAS,kupu-kupu brangkas; yunbun karang; hiu barong
Gobi rainbow,rainbow goby;,Stiphodon ornatus,Gobi rainbow; rainbow goby;; Stiphodon ornatus; rainbow goby; fish,50,LOW,Gobi,TAWAR,HIAS,
Gobi patch work,bravo's bearded goby,Gobiopsis bravoi,Gobi patch work; bravo's bearded goby; Gobiopsis bravoi; bravo's bearded goby fish,50,LOW,Gobi,"LAUT, PAYAU, TAWAR",NON HIAS,
