species_indonesia,species_english,nama_latin,nama_daerah,kelompok,jenis_perairan,jenis_konsumsi,jenis_hias,jenis_dilindungi,prioritas,search_keywords,min_images
Buntal fahaka,globe fish,Tetraodon lineatus,,Buntal,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Tetraodon lineatus ; Tetraodon lineatus fish ; ikan Buntal fahaka ; globe fish fish,50
Buntal figure eight,figure eight puffer,Dichotomyctere ocellatus,buntal bintik (sumatera selatan),Buntal,TAWAR,NON KONSUMSI,HIAS,TIDAK,LOW,Dichotomyctere ocellatus ; Dichotomyctere ocellatus fish ; ikan Buntal figure eight ; figure eight puffer fish,50
Buntal green,green puller,Chromis cinerascens,,Betok,LAUT,KONSUMSI,HIAS,TIDAK,LOW,Chromis cinerascens ; Chromis cinerascens fish ; ikan Buntal green ; green puller fish,50
Buntal half-smooth golden,half-smooth golden pufferfish,Lagocephalus spadiceus,buntal,Buntal,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Lagocephalus spadiceus ; Lagocephalus spadiceus fish ; ikan Buntal half-smooth golden ; half-smooth golden pufferfish fish,50
Buntal japanese,japanese pufferfish,Takifugu rubripes,,Buntal,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Takifugu rubripes ; Takifugu rubripes fish ; ikan Buntal japanese ; japanese pufferfish fish,50
Buntal karang,spot-fin porcupinefish,Diodon hystrix,buntek,Buntal,LAUT,NON KONSUMSI,HIAS,TIDAK,LOW,Diodon hystrix ; Diodon hystrix fish ; ikan Buntal karang ; spot-fin porcupinefish fish,50
Buntal karang,spotfin burrfish; spotted burrfish,Chilomycterus reticulatus,buntal karang,Buntal,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Chilomycterus reticulatus ; Chilomycterus reticulatus fish ; ikan Buntal karang ; spotfin burrfish; spotted burrfish fish,50
Buntal karang,longspined porcupinefish,Diodon holocanthus,,Buntal,LAUT,KONSUMSI,HIAS,TIDAK,LOW,Diodon holocanthus ; Diodon holocanthus fish ; ikan Buntal karang ; longspined porcupinefish fish,50
Buntal koper solo,reticulate boxfish,Ostracion solerensis,,Buntal,LAUT,KONSUMSI,HIAS,TIDAK,LOW,Ostracion solerensis ; Ostracion solerensis fish ; ikan Buntal koper solo ; reticulate boxfish fish,50
Buntal leopard,leopard sharpnose puffer,Canthigaster leoparda,,Buntal,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Canthigaster leoparda ; Canthigaster leoparda fish ; ikan Buntal leopard ; leopard sharpnose puffer fish,50
Buntal mosaic,ocellated pufferfish,Tetraodon cutcutia,buntal,Buntal,"LAUT, PAYAU",KONSUMSI,HIAS,TIDAK,LOW,Tetraodon cutcutia ; Tetraodon cutcutia fish ; ikan Buntal mosaic ; ocellated pufferfish fish,50
Buntal pecos,pecos pupfish,Cyprinodon pecosensis,,Killi,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Cyprinodon pecosensis ; Cyprinodon pecosensis fish ; ikan Buntal pecos ; pecos pupfish fish,50
Buntal pelagic,pelagic porcupinefish,Diodon eydouxii,buntek,Buntal,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Diodon eydouxii ; Diodon eydouxii fish ; ikan Buntal pelagic ; pelagic porcupinefish fish,50
Buntal saba,giant spotted puffer; saba puffer,Dichotomyctere sabahensis,buntal tutul; buntal saba (kalimantan),Buntal,TAWAR,NON KONSUMSI,HIAS,TIDAK,LOW,Dichotomyctere sabahensis ; Dichotomyctere sabahensis fish ; ikan Buntal saba ; giant spotted puffer; saba puffer fish,50
Buntal shortnose,shortnose boxfish,Rhynchostracion nasus,kudu-kudu,Buntal,LAUT,KONSUMSI,HIAS,TIDAK,LOW,Rhynchostracion nasus ; Rhynchostracion nasus fish ; ikan Buntal shortnose ; shortnose boxfish fish,50
Buntal twin spot,twin spot pufferfishes,Pao leiurus,,Buntal,"PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,LOW,Pao leiurus ; Pao leiurus fish ; ikan Buntal twin spot ; twin spot pufferfishes fish,50
Buntet,sharptail sunfish,Masturus lanceolatus,mola,Rainbow,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Masturus lanceolatus ; Masturus lanceolatus fish ; ikan Buntet ; sharptail sunfish fish,50
Butana,elongate surgeonfish,Acanthurus mata,infar (biak),Botana,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Acanthurus mata ; Acanthurus mata fish ; ikan Butana ; elongate surgeonfish fish,50
Butini hitam,black buntingi,Oryzias nigrimas,butini (poso),Butini,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,LOW,Oryzias nigrimas ; Oryzias nigrimas fish ; ikan Butini hitam ; black buntingi fish,50
Cacing,golden eel loach,Pangio doriae,cacing (kalimantan); tali tali,Tali tali,TAWAR,NON KONSUMSI,HIAS,TIDAK,LOW,Pangio doriae ; Pangio doriae fish ; ikan Cacing ; golden eel loach fish,50
Cacing,kuhli loach,Pangio malayana,cacing (batanghari jambi); tali tali,Tali tali,TAWAR,NON KONSUMSI,HIAS,TIDAK,LOW,Pangio malayana ; Pangio malayana fish ; ikan Cacing ; kuhli loach fish,50
Cacing,half-banded loach,Pangio semicincta,cacing (kalimantan; sumatera); tali talitali,Tali tali,TAWAR,NON KONSUMSI,HIAS,TIDAK,LOW,Pangio semicincta ; Pangio semicincta fish ; ikan Cacing ; half-banded loach fish,50
Cacing pasir coklat,golden brown tube worm,Bispira trisyclia,,Cacing,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Bispira trisyclia ; Bispira trisyclia fish ; ikan Cacing pasir coklat ; golden brown tube worm fish,50
Cancang,white sardine,Escualosa thoracata,jegor; pangkah; penkah; tembang putih,Slengseng,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Escualosa thoracata ; Escualosa thoracata fish ; ikan Cancang ; white sardine fish,50
Capelin,shishamo,Spirinchus lanceolatus,,Capelin,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Spirinchus lanceolatus ; Spirinchus lanceolatus fish ; ikan Capelin ; shishamo fish,50
Capungan,mouth almighty,Glossamia aprion,,Capungan,TAWAR,KONSUMSI,HIAS,TIDAK,LOW,Glossamia aprion ; Glossamia aprion fish ; ikan Capungan ; mouth almighty fish,50
Capungan ambon,banggai cardinal fish,Pterapogon kauderni,capungan,Capungan,LAUT,NON KONSUMSI,HIAS,YA,LOW,Pterapogon kauderni ; Pterapogon kauderni fish ; ikan Capungan ambon ; banggai cardinal fish fish,50
Capungan banggai,banggai cardinal fish,Pterapogon kauderni,capungan,Capungan,LAUT,NON KONSUMSI,HIAS,YA,LOW,Pterapogon kauderni ; Pterapogon kauderni fish ; ikan Capungan banggai ; banggai cardinal fish fish,50
Celebes medaka,celebes rice fish/javanese rice fish,Oryzias celebensis,medaka (sulawesi),Bilis,TAWAR,NON KONSUMSI,HIAS,TIDAK,LOW,Oryzias celebensis ; Oryzias celebensis fish ; ikan Celebes medaka ; celebes rice fish/javanese rice fish fish,50
Celebes threadfin bream,celebes threadfin bream,Nemipterus celebicus,cuih; koli; kurisi; lankiaba,Kurisi,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Nemipterus celebicus ; Nemipterus celebicus fish ; ikan Celebes threadfin bream ; celebes threadfin bream fish,50
Cendro,hound needlefish,Tylosurus crocodilus,kacangan,Cendro,LAUT,NON KONSUMSI,NON HIAS,TIDAK,LOW,Tylosurus crocodilus ; Tylosurus crocodilus fish ; ikan Cendro ; hound needlefish fish,50
Characin swordtail,swordtail characin,Corynopoma riisei,,Tetra,TAWAR,KONSUMSI,HIAS,TIDAK,LOW,Corynopoma riisei ; Corynopoma riisei fish ; ikan Characin swordtail ; swordtail characin fish,50
Characin tiger,tiger characin,Hydrolycus armatus,,Tigerfish,TAWAR,NON KONSUMSI,NON HIAS,TIDAK,LOW,Hydrolycus armatus ; Hydrolycus armatus fish ; ikan Characin tiger ; tiger characin fish,50
Chinese perch,chinese perch; mandarin fish,Siniperca chuatsi,,Mandarin,TAWAR,NON KONSUMSI,HIAS,TIDAK,LOW,Siniperca chuatsi ; Siniperca chuatsi fish ; ikan Chinese perch ; chinese perch; mandarin fish fish,50
Cipa-cipa,cleftbelly trevally,Atropus atropos,damong; gayaman; jamong; putihan,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Atropus atropos ; Atropus atropos fish ; ikan Cipa-cipa ; cleftbelly trevally fish,50
Cipa-cipa besar,king soldier bream; long-spined red bream,Argyrops spinifer,cipa besar; abat [madura],Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Argyrops spinifer ; Argyrops spinifer fish ; ikan Cipa-cipa besar ; king soldier bream; long-spined red bream fish,50
Clearfin squirrelfish,clearfin squirrelfish,Neoniphon argenteus,,Squirrelfish,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Neoniphon argenteus ; Neoniphon argenteus fish ; ikan Clearfin squirrelfish ; clearfin squirrelfish fish,50
Clown featherback,clown featherback,Chitala ornata,,Belida,TAWAR,KONSUMSI,HIAS,TIDAK,LOW,Chitala ornata ; Chitala ornata fish ; ikan Clown featherback ; clown featherback fish,50
Cobia,black kingfish,Rachycentron canadum,cobia,Cobia,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Rachycentron canadum ; Rachycentron canadum fish ; ikan Cobia ; black kingfish fish,50
Cochinchinensis puffer,pao cochinchinensis,Pao cochinchinensis,,Buntal,TAWAR,NON KONSUMSI,HIAS,TIDAK,LOW,Pao cochinchinensis ; Pao cochinchinensis fish ; ikan Cochinchinensis puffer ; pao cochinchinensis fish,50
Cod antarctic,antarctic toothfish,Dissostichus mawsoni,,Kerapu,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Dissostichus mawsoni ; Dissostichus mawsoni fish ; ikan Cod antarctic ; antarctic toothfish fish,50
Common paper nautilus,greater argonaut,Argonauta argo,,Gurita,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Argonauta argo ; Argonauta argo fish ; ikan Common paper nautilus ; greater argonaut fish,50
Conch silver,silver conch,Lentigo lentiginosus,,Siput,"LAUT, PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,LOW,Lentigo lentiginosus ; Lentigo lentiginosus fish ; ikan Conch silver ; silver conch fish,50
Conch trapezium horse,trapezium horse conch,Pleuroplaca trapezium,,Siput,"LAUT, PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,LOW,Pleuroplaca trapezium ; Pleuroplaca trapezium fish ; ikan Conch trapezium horse ; trapezium horse conch fish,50
Corrugated pipefish,corrugated pipefish,Bhanotia fasciolata,,Pipefish,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Bhanotia fasciolata ; Bhanotia fasciolata fish ; ikan Corrugated pipefish ; corrugated pipefish fish,50
Cory,catfish,Corydoras osteocarus,,Lele,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,LOW,Corydoras osteocarus ; Corydoras osteocarus fish ; ikan Cory ; catfish fish,50
Cucut lanjam,creek whaler,Carcharhinus fitzroyensis,hiu lanjam cilacap,Hiu,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Carcharhinus fitzroyensis ; Carcharhinus fitzroyensis fish ; ikan Cucut lanjam ; creek whaler fish,50
Cuih,notchedfin threadfin bream,Nemipterus peronii,,Kurisi,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Nemipterus peronii ; Nemipterus peronii fish ; ikan Cuih ; notchedfin threadfin bream fish,50
Cumi cumi,swordtip squid,Uroteuthis edulis,,Cumi-cumi,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Uroteuthis edulis ; Uroteuthis edulis fish ; ikan Cumi cumi ; swordtip squid fish,50
Cumi cumi,european common squid,Alloteuthis subulata,,Cumi-cumi,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Alloteuthis subulata ; Alloteuthis subulata fish ; ikan Cumi cumi ; european common squid fish,50
Cumi cumi,mitre squid,Uroteuthis chinensis,,Cumi-cumi,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Uroteuthis chinensis ; Uroteuthis chinensis fish ; ikan Cumi cumi ; mitre squid fish,50
Cumi cumi,longfin inshore squid,Doryteuthis pealeii,,Cumi-cumi,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Doryteuthis pealeii ; Doryteuthis pealeii fish ; ikan Cumi cumi ; longfin inshore squid fish,50
Cumi cumi,squid,Loligo vulgaris,,Cumi-cumi,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Loligo vulgaris ; Loligo vulgaris fish ; ikan Cumi cumi ; squid fish,50
Cumi india,indian squid,Uroteuthis duvaucelii,cumi-cumi jawak,Cumi-cumi,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Uroteuthis duvaucelii ; Uroteuthis duvaucelii fish ; ikan Cumi india ; indian squid fish,50
Cumi samudera hindia,indian squid,Uroteuthis duvaucelii,cumi-cumi jawak,Cumi-cumi,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Uroteuthis duvaucelii ; Uroteuthis duvaucelii fish ; ikan Cumi samudera hindia ; indian squid fish,50
Cumi semampar,bigfin reef squid,Sepioteuthis lessoniana,,Cumi-cumi,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Sepioteuthis lessoniana ; Sepioteuthis lessoniana fish ; ikan Cumi semampar ; bigfin reef squid fish,50
Cumi-cumi,inshore squid; mitre squid; calmar mitre; calamar mitrado,Photololigo chinensis,cumi-cumi,Cumi-cumi,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Photololigo chinensis ; Photololigo chinensis fish ; ikan Cumi-cumi ; inshore squid; mitre squid; calmar mitre; calamar mitrado fish,50
Cumi-cumi,indian squid; inshore squid; mitre squid; calmar mitre; calamar mitrado,Photololigo duvauceli,cumi-cumi jawak,Cumi-cumi,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Photololigo duvauceli ; Photololigo duvauceli fish ; ikan Cumi-cumi ; indian squid; inshore squid; mitre squid; calmar mitre; calamar mitrado fish,50
Cumi-cumi,squid,Photololigo edulis,cumi-cumi,Cumi-cumi,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Photololigo edulis ; Photololigo edulis fish ; ikan Cumi-cumi ; squid fish,50
Cumi-cumi,squid,Illex argentinus,,Cumi-cumi,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Illex argentinus ; Illex argentinus fish ; ikan Cumi-cumi ; squid fish,50
Cumi-cumi,bigfin reef squid,Sepioteuthis lessoniana,,Cumi-cumi,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Sepioteuthis lessoniana ; Sepioteuthis lessoniana fish ; ikan Cumi-cumi ; bigfin reef squid fish,50
Cumi-cumi,squid,Sephiatheotus sephiana,cumi-cumi,Cumi-cumi,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Sephiatheotus sephiana ; Sephiatheotus sephiana fish ; ikan Cumi-cumi ; squid fish,50
Dayung,american paddlefish,Polyodon spathula,,Dayung,TAWAR,NON KONSUMSI,HIAS,TIDAK,LOW,Polyodon spathula ; Polyodon spathula fish ; ikan Dayung ; american paddlefish fish,50
Dayung danau,lake sturgeon,Acipenser fulvescens,,Dayung,"PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Acipenser fulvescens ; Acipenser fulvescens fish ; ikan Dayung danau ; lake sturgeon fish,50
Dayung putih,white sturgeon,Acipenser transmontanus,,Dayung,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Acipenser transmontanus ; Acipenser transmontanus fish ; ikan Dayung putih ; white sturgeon fish,50
Dayung siberian,siberian sturgeon,Acipenser baerii,,Dayung,"PAYAU, TAWAR",KONSUMSI,NON HIAS,YA,LOW,Acipenser baerii ; Acipenser baerii fish ; ikan Dayung siberian ; siberian sturgeon fish,50
Dayung starry,starry sturgeon,Acipenser stellatus,,Dayung,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,YA,LOW,Acipenser stellatus ; Acipenser stellatus fish ; ikan Dayung starry ; starry sturgeon fish,50
Deep-water frogfish,deep-water frogfish,Nudiantennarius subteres,,Ikan kodok,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Nudiantennarius subteres ; Nudiantennarius subteres fish ; ikan Deep-water frogfish ; deep-water frogfish fish,50
Delicate ghostpipefish,delicate ghostpipefish,Solenostomus leptosoma,,Pipefish,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Solenostomus leptosoma ; Solenostomus leptosoma fish ; ikan Delicate ghostpipefish ; delicate ghostpipefish fish,50
Dentata,dane seabream,Porcostoma dentata,,Kurisi,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Porcostoma dentata ; Porcostoma dentata fish ; ikan Dentata ; dane seabream fish,50
Depik,depik carp,Rasbora tawarensis,relo; heas,Depik,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Rasbora tawarensis ; Rasbora tawarensis fish ; ikan Depik ; depik carp fish,50
Dewa,asian maahseer,Tor soro,kancra; tambra; sapan; ihan batak; curong; mahseer; kelah,Torsoro,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Tor soro ; Tor soro fish ; ikan Dewa ; asian maahseer fish,50
Diles,japanese meagre,Argyrosomus japonicus,gumalah; tiga waja; diles; gulama,Gulamah; tigawaja,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Argyrosomus japonicus ; Argyrosomus japonicus fish ; ikan Diles ; japanese meagre fish,50
Dokun,spanner barb,Barbodes lateristriga,dokun; kapiu (sumatera selatan); wader (jawa),Barbus,TAWAR,KONSUMSI,HIAS,TIDAK,LOW,Barbodes lateristriga ; Barbodes lateristriga fish ; ikan Dokun ; spanner barb fish,50
Dorado,dorado,Salminus brasiliensis,,Salmon,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Salminus brasiliensis ; Salminus brasiliensis fish ; ikan Dorado ; dorado fish,50
Dori,john dorry,Zeus faber,,Dori,LAUT,KONSUMSI,HIAS,TIDAK,LOW,Zeus faber ; Zeus faber fish ; ikan Dori ; john dorry fish,50
Double-ended pipefish,double-ended pipefish,Trachyrhamphus bicoarctatus,,Pipefish,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Trachyrhamphus bicoarctatus ; Trachyrhamphus bicoarctatus fish ; ikan Double-ended pipefish ; double-ended pipefish fish,50
Doublespot grubfish,doublespot grubfish,Parapercis diplospilus,,Grubfish,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Parapercis diplospilus ; Parapercis diplospilus fish ; ikan Doublespot grubfish ; doublespot grubfish fish,50
Dugong,dugong,Dugong dugon,duyung,Duyung,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,YA,LOW,Dugong dugon ; Dugong dugon fish ; ikan Dugong ; dugong fish,50
Duncker's pipefish,duncker's pipefish,Halicampus dunckeri,,Pipefish,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Halicampus dunckeri ; Halicampus dunckeri fish ; ikan Duncker's pipefish ; duncker's pipefish fish,50
Duyung,dugong,Dugong dugon,duyung,Duyung,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,YA,LOW,Dugong dugon ; Dugong dugon fish ; ikan Duyung ; dugong fish,50
Eastern bottlenose mormyrid,eastern bottlenose mormyrid,Mormyrus longirostris,,Mormyrid,TAWAR,KONSUMSI,HIAS,TIDAK,LOW,Mormyrus longirostris ; Mormyrus longirostris fish ; ikan Eastern bottlenose mormyrid ; eastern bottlenose mormyrid fish,50
Eight-spine cardinalfish,eightspine cardinal fish,Neamia octospina,,Capungan,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Neamia octospina ; Neamia octospina fish ; ikan Eight-spine cardinalfish ; eightspine cardinal fish fish,50
Ekor kuning,banana fish,Caesio chrysozonus,merconan; peta kapotang; lolosi merah; bawo; pisang-pisangan; merconan; peta kapotang; lolosi merah; bawo; pisang-pisangan,Pisang-pisang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Caesio chrysozonus ; Caesio chrysozonus fish ; ikan Ekor kuning ; banana fish fish,50
Ekor kuning,japanese snapper,Paracaesio caerulea,,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Paracaesio caerulea ; Paracaesio caerulea fish ; ikan Ekor kuning ; japanese snapper fish,50
Ekor kuning,gold-banded fusilier,Caesio caerulaurea,pisang-pisang biru; andau buton; muna; pisang-pisang biru; kakambule (bajo),Pisang-pisang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Caesio caerulaurea ; Caesio caerulaurea fish ; ikan Ekor kuning ; gold-banded fusilier fish,50
Ekor kuning,redbelly yellowtail fusilier,Caesio cuning,ekor kuning (bangka belitung),Pisang-pisang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Caesio cuning ; Caesio cuning fish ; ikan Ekor kuning ; redbelly yellowtail fusilier fish,50
Ekor kuning,lunar fusilier,Caesio lunaris,caesio pisang; pisang-pisang; ekor kuning,Pisang-pisang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Caesio lunaris ; Caesio lunaris fish ; ikan Ekor kuning ; lunar fusilier fish,50
Ekor kuning,smallmouth snapper,Paracaesio brevidentata,pisang-pisang,Pisang-pisang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Paracaesio brevidentata ; Paracaesio brevidentata fish ; ikan Ekor kuning ; smallmouth snapper fish,50
Ekor kuning,dirty ordure snapper,Paracaesio sordida,,Pisang-pisang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Paracaesio sordida ; Paracaesio sordida fish ; ikan Ekor kuning ; dirty ordure snapper fish,50
Ekor kuning,gold-band fusilier; goldband fusilier; gold band fusilierÂ,Pterocaesio chrysozona,merconan; peta kapotang; lolosi merah; bawo; pisang-pisangan;,Pisang-pisang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Pterocaesio chrysozona ; Pterocaesio chrysozona fish ; ikan Ekor kuning ; gold-band fusilier; goldband fusilier; gold band fusilierÂ fish,50
Ekor kuning,double-lined fusilier,Pterocaesio diagramma,pisang-pisang,Pisang-pisang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Pterocaesio diagramma ; Pterocaesio diagramma fish ; ikan Ekor kuning ; double-lined fusilier fish,50
Ekor kuning,double-lined fusilier,Pterocaesio digramma,sulir kuning; ikan lalosi (sulawesi); ikan wakung (maluku).,Pisang-pisang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Pterocaesio digramma ; Pterocaesio digramma fish ; ikan Ekor kuning ; double-lined fusilier fish,50
Ekor kuning,ruddy fusilier; banana fusilier; bananafishÂ,Pterocaesio pisang,pisang-pisang,Pisang-pisang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Pterocaesio pisang ; Pterocaesio pisang fish ; ikan Ekor kuning ; ruddy fusilier; banana fusilier; bananafishÂ fish,50
Ekor kuning,randalls fusilier,Pterocaesio randalli,,Pisang-pisang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Pterocaesio randalli ; Pterocaesio randalli fish ; ikan Ekor kuning ; randalls fusilier fish,50
Ekor kuning,onestripe fusilier,Pterocaesio tessellata,,Pisang-pisang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Pterocaesio tessellata ; Pterocaesio tessellata fish ; ikan Ekor kuning ; onestripe fusilier fish,50
Ekor kuning,neon fusilier; neon fusiler; tricoulored fusilier; bluestreak fusilier; dark banded fusilier; dark-banded fusilier,Pterocaesio tile,andou meha; kambule,Pisang-pisang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Pterocaesio tile ; Pterocaesio tile fish ; ikan Ekor kuning ; neon fusilier; neon fusiler; tricoulored fusilier; bluestreak fusilier; dark banded fusilier; dark-banded fusilier fish,50
Ekor kuning,three-stripe fusilier,Pterocaesio trilineata,,Pisang-pisang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Pterocaesio trilineata ; Pterocaesio trilineata fish ; ikan Ekor kuning ; three-stripe fusilier fish,50
Ekor kuning,yellowtail snapper,Ocyurus chrysurus,wakung sawo,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Ocyurus chrysurus ; Ocyurus chrysurus fish ; ikan Ekor kuning ; yellowtail snapper fish,50
Elida orneo,hitala borneensis,Chitala Borneensis,orneo featherback,BELI,TAWAR,Tidak,Tidak,YA,LOW,Chitala Borneensis ; Chitala Borneensis fish ; ikan Elida orneo ; hitala borneensis fish,50
Elida umatera,umatera eatherback,Chitala Hypselonotus,,BELI,TAWAR,Tidak,Tidak,YA,LOW,Chitala Hypselonotus ; Chitala Hypselonotus fish ; ikan Elida umatera ; umatera eatherback fish,50
Elongate tigerfish,elongate tigerfish,Hydrocynus forskahlii,,Tigerfish,TAWAR,NON KONSUMSI,NON HIAS,TIDAK,LOW,Hydrocynus forskahlii ; Hydrocynus forskahlii fish ; ikan Elongate tigerfish ; elongate tigerfish fish,50
Elusur aninjau,aninjau ish,Homalopterula Gymnogaster,,MAS,TAWAR,Tidak,Tidak,YA,LOW,Homalopterula Gymnogaster ; Homalopterula Gymnogaster fish ; ikan Elusur aninjau ; aninjau ish fish,50
